PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)
957.0,926.0,758.0,1480.0,830.0,28.9,28.3,1.1078,1.7
928.0,837.0,808.0,1410.0,871.0,27.0,30.7,1.079,1.4
895.0,846.0,819.0,1371.0,787.0,26.6,30.6,1.0459,1.2
902.0,797.0,845.0,1355.0,841.0,26.0,33.1,1.0955,1.1
904.0,801.0,852.0,1400.0,862.0,24.1,37.9,1.1204,1.1
919.0,799.0,844.0,1409.0,881.0,22.2,43.1,1.1396,1.2
812.0,663.0,982.0,1265.0,709.0,22.8,41.3,1.1284,0.7
776.0,590.0,1099.0,1245.0,602.0,21.2,43.8,1.088,0.5
762.0,563.0,1181.0,1208.0,492.0,21.7,42.6,1.0907,0.4
786.0,642.0,1057.0,1270.0,592.0,20.2,47.1,1.1021,0.7
868.0,798.0,866.0,1392.0,824.0,20.1,47.8,1.1093,1.1
965.0,977.0,725.0,1515.0,1014.0,20.6,45.5,1.0925,1.6
1049.0,1133.0,630.0,1662.0,1208.0,22.4,41.1,1.0979,2.3
1008.0,973.0,714.0,1509.0,1178.0,25.0,36.6,1.143,1.6
1008.0,1021.0,714.0,1549.0,1176.0,29.9,26.2,1.0891,2.0
973.0,911.0,800.0,1441.0,891.0,32.9,21.8,1.0714,1.6
964.0,959.0,787.0,1438.0,731.0,35.0,17.9,0.99,1.6
923.0,862.0,875.0,1363.0,626.0,34.6,18.2,0.9832,1.3
934.0,811.0,896.0,1343.0,553.0,33.8,22.8,1.1781,1.0
1036.0,943.0,770.0,1509.0,770.0,36.3,19.5,1.1539,1.6
1076.0,994.0,723.0,1549.0,938.0,38.3,17.9,1.181,2.0
1055.0,927.0,757.0,1520.0,716.0,36.9,20.9,1.2864,1.7
1081.0,938.0,728.0,1568.0,714.0,33.9,30.0,1.56,1.7
1072.0,850.0,737.0,1604.0,702.0,29.8,43.4,1.7988,1.4
1038.0,773.0,749.0,1568.0,687.0,27.5,50.4,1.8274,1.3
1059.0,800.0,740.0,1604.0,739.0,27.5,50.4,1.8284,1.3
1070.0,852.0,704.0,1639.0,867.0,28.1,48.0,1.7933,1.6
1093.0,893.0,677.0,1678.0,927.0,26.9,49.6,1.7299,1.8
1016.0,849.0,729.0,1609.0,872.0,26.0,48.0,1.5899,1.5
988.0,825.0,756.0,1559.0,848.0,24.9,50.6,1.5747,1.3
930.0,749.0,823.0,1464.0,777.0,23.7,53.2,1.5418,1.1
815.0,584.0,1102.0,1363.0,513.0,24.5,50.9,1.5416,0.5
884.0,686.0,908.0,1439.0,651.0,22.9,56.1,1.5492,0.6
913.0,730.0,883.0,1493.0,774.0,23.3,55.5,1.5636,0.7
994.0,829.0,784.0,1581.0,982.0,23.6,54.2,1.5583,1.1
1173.0,1047.0,631.0,1815.0,1175.0,24.9,52.9,1.643,1.9
1314.0,1325.0,499.0,2143.0,1390.0,26.4,50.8,1.7166,3.5
1252.0,1168.0,557.0,1938.0,1352.0,28.1,47.4,1.7753,2.9
1151.0,1053.0,623.0,1835.0,1152.0,30.2,43.2,1.823,2.2
1122.0,951.0,687.0,1729.0,1022.0,31.2,41.9,1.871,2.0
1111.0,927.0,707.0,1715.0,922.0,33.9,36.0,1.8692,1.7
1058.0,894.0,736.0,1648.0,825.0,33.9,34.1,1.7754,1.6
972.0,820.0,811.0,1535.0,630.0,34.4,30.6,1.6402,1.3
985.0,826.0,808.0,1544.0,621.0,35.3,28.5,1.6034,1.3
1004.0,814.0,808.0,1520.0,602.0,36.3,28.3,1.6851,1.3
1030.0,897.0,733.0,1592.0,668.0,35.3,29.4,1.6577,1.6
965.0,802.0,821.0,1504.0,564.0,32.5,34.1,1.6453,1.3
987.0,824.0,793.0,1541.0,581.0,29.1,42.1,1.6695,1.4
923.0,811.0,804.0,1434.0,604.0,27.8,35.6,1.3116,1.4
872.0,824.0,853.0,1346.0,590.0,27.0,30.0,1.0542,1.3
939.0,849.0,804.0,1479.0,650.0,26.3,37.3,1.2555,1.4
954.0,855.0,792.0,1474.0,745.0,25.2,40.8,1.2877,1.5
969.0,857.0,753.0,1485.0,821.0,24.3,43.3,1.2973,1.5
882.0,763.0,879.0,1388.0,656.0,23.3,45.3,1.2794,0.9
805.0,637.0,1048.0,1276.0,520.0,24.1,44.0,1.3034,0.6
790.0,590.0,1122.0,1257.0,493.0,23.8,44.8,1.3061,0.5
842.0,640.0,1070.0,1293.0,595.0,23.7,46.7,1.3501,0.5
835.0,699.0,912.0,1361.0,796.0,19.8,59.3,1.3505,0.6
792.0,621.0,1015.0,1322.0,714.0,20.0,59.3,1.3681,0.6
749.0,559.0,1145.0,1255.0,584.0,22.5,48.6,1.3077,0.4
803.0,676.0,975.0,1303.0,676.0,19.5,57.0,1.2739,0.5
818.0,726.0,921.0,1330.0,685.0,19.6,56.1,1.2651,0.7
932.0,861.0,767.0,1483.0,894.0,20.7,53.3,1.287,1.2
977.0,913.0,744.0,1512.0,977.0,24.7,41.8,1.2839,1.7
1011.0,945.0,733.0,1570.0,1034.0,29.9,30.5,1.2616,1.8
975.0,887.0,829.0,1478.0,737.0,32.3,27.2,1.2933,1.5
958.0,867.0,828.0,1468.0,660.0,34.3,24.5,1.3021,1.2
903.0,805.0,886.0,1361.0,581.0,33.4,22.5,1.1398,1.1
1030.0,935.0,726.0,1583.0,791.0,32.5,28.7,1.3796,2.9
1058.0,1016.0,673.0,1625.0,832.0,33.8,25.8,1.3338,1.9
1040.0,882.0,756.0,1560.0,635.0,34.5,28.6,1.5393,1.4
1093.0,981.0,666.0,1676.0,733.0,32.7,33.0,1.5987,2.0
1184.0,1119.0,594.0,1806.0,912.0,31.4,35.4,1.5972,2.7
1180.0,1121.0,568.0,1816.0,947.0,27.7,43.5,1.592,2.8
1079.0,988.0,633.0,1694.0,899.0,26.2,47.8,1.5979,2.0
1095.0,1032.0,621.0,1730.0,984.0,25.7,48.7,1.5825,2.1
1073.0,1009.0,639.0,1655.0,955.0,25.2,50.1,1.58,2.0
1063.0,991.0,655.0,1672.0,966.0,24.4,53.4,1.6031,1.8
1046.0,960.0,671.0,1637.0,899.0,23.7,55.4,1.6031,1.9
953.0,858.0,742.0,1544.0,780.0,22.8,58.5,1.5992,1.3
864.0,673.0,947.0,1412.0,636.0,22.8,58.5,1.5985,0.7
829.0,628.0,994.0,1378.0,577.0,22.3,59.7,1.5889,0.5
838.0,639.0,963.0,1391.0,596.0,20.8,64.9,1.571,0.5
913.0,728.0,802.0,1418.0,887.0,19.7,66.8,1.5184,0.6
1039.0,921.0,687.0,1556.0,1115.0,19.8,64.3,1.4678,1.3
1252.0,1320.0,499.0,2001.0,1374.0,20.6,62.3,1.4915,3.6
1410.0,1669.0,393.0,2555.0,1644.0,23.2,54.0,1.5143,4.9
1217.0,1261.0,533.0,1941.0,1375.0,26.3,43.1,1.4542,3.9
1114.0,1077.0,633.0,1705.0,1199.0,29.1,35.4,1.4008,2.2
1026.0,1020.0,689.0,1603.0,992.0,30.0,31.6,1.3176,1.9
1051.0,1094.0,646.0,1675.0,966.0,32.4,26.3,1.2594,2.2
1027.0,1024.0,700.0,1588.0,814.0,31.3,29.1,1.3054,2.0
996.0,992.0,722.0,1580.0,727.0,31.1,28.6,1.2718,1.7
1028.0,1060.0,686.0,1601.0,806.0,33.3,24.4,1.232,2.0
1030.0,1060.0,705.0,1588.0,852.0,35.5,21.2,1.2022,2.1
1133.0,1280.0,595.0,1791.0,1093.0,34.6,22.0,1.189,3.2
1180.0,1339.0,567.0,1868.0,1211.0,33.3,23.6,1.1842,4.0
1261.0,1446.0,528.0,2061.0,1346.0,30.0,28.5,1.1896,4.4
1093.0,1133.0,599.0,1708.0,1200.0,28.0,33.0,1.2264,3.0
1068.0,1029.0,650.0,1612.0,1192.0,27.2,37.4,1.3279,2.2
1031.0,958.0,700.0,1560.0,1074.0,26.6,39.9,1.3657,1.7
1055.0,1037.0,635.0,1632.0,1161.0,25.3,41.7,1.3247,1.9
1060.0,1029.0,622.0,1663.0,1210.0,24.3,44.7,1.3432,2.0
962.0,880.0,726.0,1484.0,1050.0,24.4,45.6,1.3779,1.5
874.0,776.0,846.0,1416.0,873.0,23.1,49.9,1.3891,0.8
832.0,661.0,977.0,1312.0,766.0,22.7,51.3,1.3977,0.6
834.0,709.0,907.0,1348.0,835.0,21.8,54.1,1.4004,0.6
865.0,745.0,866.0,1394.0,901.0,21.0,56.9,1.3999,0.7
903.0,803.0,819.0,1471.0,853.0,21.8,55.5,1.4323,0.8
1236.0,1297.0,542.0,1997.0,1321.0,21.6,57.2,1.4607,2.9
1464.0,1552.0,419.0,2366.0,1738.0,22.8,54.2,1.4886,5.2
1258.0,1261.0,514.0,1940.0,1603.0,26.2,45.0,1.5098,3.3
1229.0,1348.0,565.0,1830.0,1445.0,39.3,16.0,1.1138,4.6
1347.0,1382.0,529.0,1961.0,1543.0,37.0,23.6,1.4639,4.3
1424.0,1417.0,488.0,2092.0,1674.0,33.2,30.1,1.5095,4.9
1305.0,1188.0,546.0,1843.0,1524.0,31.0,33.1,1.462,4.0
1180.0,1088.0,619.0,1662.0,1339.0,29.5,33.4,1.3562,2.6
1029.0,904.0,709.0,1460.0,992.0,29.1,36.7,1.4502,1.3
1080.0,902.0,702.0,1516.0,1048.0,27.8,40.7,1.5002,1.5
1197.0,1029.0,601.0,1628.0,1362.0,26.0,45.3,1.4999,2.2
1006.0,845.0,738.0,1430.0,978.0,25.8,45.4,1.487,1.2
987.0,820.0,772.0,1400.0,935.0,25.4,45.9,1.4684,0.9
958.0,735.0,816.0,1409.0,906.0,25.2,46.4,1.464,0.8
962.0,747.0,813.0,1431.0,913.0,23.0,52.7,1.4568,0.8
958.0,744.0,809.0,1419.0,903.0,22.1,54.5,1.4337,0.8
976.0,780.0,795.0,1467.0,898.0,22.5,53.6,1.4422,1.0
1088.0,945.0,636.0,1613.0,1165.0,22.0,55.4,1.4436,1.7
1159.0,1016.0,595.0,1681.0,1260.0,23.4,51.6,1.4639,1.9
1156.0,988.0,615.0,1634.0,1250.0,26.7,43.0,1.4808,2.0
1202.0,1021.0,649.0,1644.0,1226.0,31.3,32.9,1.4771,2.2
1226.0,1080.0,622.0,1697.0,1188.0,34.8,27.1,1.4837,2.3
1181.0,1091.0,638.0,1637.0,1072.0,38.3,21.5,1.4263,2.3
1062.0,969.0,729.0,1459.0,782.0,37.1,21.2,1.3107,1.8
1013.0,897.0,798.0,1351.0,594.0,37.3,20.3,1.2771,1.4
1029.0,913.0,787.0,1373.0,607.0,38.3,19.3,1.2736,1.6
1144.0,1046.0,682.0,1564.0,879.0,40.7,17.0,1.2793,2.3
1159.0,1059.0,664.0,1580.0,945.0,39.5,18.5,1.3076,2.4
1113.0,978.0,705.0,1538.0,946.0,36.6,22.6,1.3664,2.1
1100.0,944.0,730.0,1524.0,882.0,32.8,28.2,1.3842,1.8
1037.0,890.0,765.0,1408.0,735.0,30.7,30.7,1.3338,1.7
1055.0,988.0,720.0,1490.0,874.0,30.1,28.7,1.2052,1.9
980.0,901.0,812.0,1369.0,731.0,29.7,25.4,1.044,1.6
1083.0,1094.0,706.0,1537.0,926.0,29.6,24.3,0.9889,2.6
1399.0,1558.0,473.0,2052.0,1652.0,28.0,29.1,1.0846,5.8
1194.0,1255.0,555.0,1694.0,1452.0,27.2,33.3,1.1788,3.0
970.0,870.0,792.0,1376.0,943.0,27.5,30.9,1.1155,1.5
898.0,721.0,912.0,1264.0,594.0,27.1,33.3,1.1762,0.9
929.0,769.0,879.0,1335.0,607.0,26.4,35.1,1.1919,1.1
913.0,734.0,864.0,1338.0,646.0,25.6,37.6,1.2131,0.9
854.0,600.0,1102.0,1252.0,542.0,25.4,38.6,1.2352,0.7
881.0,647.0,964.0,1250.0,550.0,25.5,38.2,1.2296,0.6
867.0,618.0,1042.0,1231.0,488.0,27.0,34.3,1.2089,0.7
885.0,638.0,1059.0,1248.0,484.0,29.9,29.6,1.2296,0.8
899.0,654.0,1037.0,1254.0,481.0,31.9,26.8,1.2477,0.9
886.0,633.0,1071.0,1214.0,453.0,33.0,23.5,1.1583,1.0
864.0,651.0,1096.0,1193.0,443.0,34.5,19.3,1.0369,0.9
822.0,611.0,1191.0,1138.0,403.0,33.2,19.0,0.9533,0.7
810.0,597.0,1255.0,1106.0,361.0,32.2,20.5,0.9699,0.6
784.0,576.0,1327.0,1060.0,342.0,32.6,17.5,0.8467,0.6
823.0,633.0,1228.0,1103.0,366.0,33.0,17.5,0.8683,0.8
863.0,678.0,1153.0,1139.0,434.0,32.9,17.5,0.8622,0.9
880.0,728.0,1046.0,1167.0,514.0,31.6,18.0,0.8243,1.1
951.0,859.0,897.0,1267.0,718.0,29.3,20.4,0.8162,1.7
942.0,786.0,930.0,1245.0,705.0,27.8,24.4,0.9002,1.5
988.0,859.0,845.0,1341.0,799.0,27.1,26.9,0.9524,1.6
1008.0,845.0,832.0,1349.0,856.0,26.3,29.5,0.9959,1.7
965.0,769.0,878.0,1315.0,667.0,25.9,32.9,1.0826,1.3
957.0,717.0,911.0,1322.0,579.0,25.3,36.9,1.1764,1.3
921.0,666.0,954.0,1288.0,480.0,24.8,40.1,1.2378,1.0
854.0,562.0,1106.0,1224.0,400.0,24.3,42.9,1.2906,0.6
826.0,504.0,1250.0,1204.0,385.0,24.0,45.5,1.3404,0.5
892.0,580.0,1076.0,1271.0,516.0,23.5,49.1,1.3991,0.4
954.0,660.0,938.0,1342.0,728.0,23.7,49.2,1.4195,0.7
1120.0,890.0,728.0,1546.0,1035.0,23.6,49.6,1.4247,1.8
1096.0,921.0,716.0,1534.0,988.0,24.3,45.4,1.365,1.9
1058.0,898.0,749.0,1470.0,977.0,26.3,38.3,1.2932,1.7
977.0,800.0,843.0,1372.0,778.0,27.6,34.2,1.2464,1.3
977.0,840.0,827.0,1390.0,736.0,29.2,29.1,1.1586,1.4
943.0,777.0,880.0,1333.0,632.0,29.2,28.6,1.1423,1.3
964.0,814.0,850.0,1369.0,689.0,29.4,28.3,1.1434,1.4
953.0,781.0,889.0,1356.0,641.0,29.8,28.0,1.1558,1.2
967.0,814.0,854.0,1385.0,703.0,30.1,26.7,1.1217,1.3
996.0,843.0,840.0,1394.0,765.0,30.1,27.2,1.1406,1.5
1091.0,1039.0,699.0,1586.0,923.0,29.6,27.5,1.1229,2.3
1114.0,1101.0,663.0,1632.0,1057.0,29.6,27.7,1.1278,2.6
1133.0,1101.0,647.0,1669.0,1105.0,28.0,30.1,1.1226,2.9
1031.0,921.0,731.0,1490.0,897.0,26.8,33.8,1.1723,1.8
952.0,787.0,856.0,1342.0,723.0,25.7,35.8,1.16,1.3
949.0,804.0,835.0,1365.0,740.0,25.4,35.2,1.1255,1.3
932.0,752.0,889.0,1310.0,687.0,25.0,37.3,1.1614,1.2
966.0,774.0,859.0,1352.0,644.0,24.6,40.5,1.2362,1.2
888.0,653.0,973.0,1272.0,497.0,24.2,43.8,1.3057,0.8
847.0,634.0,1012.0,1258.0,525.0,24.0,43.7,1.2876,0.6
856.0,687.0,955.0,1260.0,726.0,21.9,48.3,1.2522,0.6
881.0,735.0,876.0,1308.0,783.0,22.4,47.2,1.2593,0.6
882.0,711.0,936.0,1310.0,741.0,22.9,46.5,1.2861,0.7
1016.0,888.0,776.0,1485.0,1040.0,23.1,47.0,1.3122,1.3
1228.0,1113.0,628.0,1719.0,1324.0,23.7,46.2,1.3376,2.5
1311.0,1350.0,529.0,1957.0,1486.0,25.8,41.9,1.3688,3.4
1081.0,983.0,703.0,1546.0,1079.0,27.3,38.3,1.3669,2.1
1104.0,993.0,705.0,1539.0,1081.0,31.0,29.1,1.2885,2.2
991.0,898.0,787.0,1412.0,806.0,31.6,25.5,1.1638,1.7
1008.0,980.0,755.0,1465.0,825.0,32.5,21.2,1.0173,2.1
986.0,1005.0,752.0,1439.0,907.0,31.7,20.5,0.9428,2.2
948.0,893.0,828.0,1374.0,768.0,31.5,21.5,0.9768,1.4
919.0,862.0,851.0,1293.0,697.0,31.6,20.8,0.9562,1.4
958.0,940.0,820.0,1380.0,728.0,32.4,19.4,0.9279,1.6
1037.0,1021.0,747.0,1451.0,786.0,31.7,20.3,0.9336,2.3
1120.0,1181.0,653.0,1604.0,1028.0,31.1,21.0,0.9337,3.3
1205.0,1294.0,579.0,1744.0,1317.0,28.9,25.4,0.9933,4.1
1172.0,1159.0,597.0,1653.0,1290.0,27.4,30.8,1.1112,3.3
1088.0,1019.0,668.0,1554.0,1165.0,26.3,34.1,1.1453,2.2
1325.0,1266.0,926.0,1441.0,1543.0,32.4,19.8,0.9484,4.0
1383.0,1406.0,824.0,1582.0,1678.0,29.9,22.3,0.9235,4.7
1254.0,1241.0,873.0,1463.0,1431.0,28.2,24.8,0.936,3.8
1221.0,1174.0,874.0,1481.0,1413.0,26.8,28.9,1.0019,2.8
1226.0,1138.0,862.0,1481.0,1419.0,25.1,32.3,1.0131,2.6
1100.0,999.0,984.0,1361.0,1145.0,25.4,30.5,0.9722,2.0
999.0,879.0,1114.0,1261.0,960.0,24.9,28.3,0.8775,1.4
980.0,873.0,1088.0,1258.0,949.0,23.2,30.5,0.8558,1.2
859.0,698.0,1254.0,1157.0,819.0,22.3,33.6,0.8959,0.6
814.0,606.0,1370.0,1131.0,745.0,23.0,33.0,0.9184,0.3
806.0,605.0,1366.0,1132.0,725.0,21.4,35.7,0.8982,0.2
813.0,631.0,1327.0,1108.0,710.0,21.7,33.4,0.8545,0.4
889.0,760.0,1224.0,1213.0,806.0,20.3,35.5,0.8342,0.6
1200.0,1246.0,798.0,1574.0,1416.0,19.7,37.5,0.8501,3.0
1289.0,1335.0,724.0,1681.0,1521.0,21.0,35.6,0.8736,3.2
1355.0,1333.0,741.0,1691.0,1605.0,25.0,28.9,0.9025,3.5
1277.0,1292.0,800.0,1626.0,1481.0,31.0,21.9,0.9708,3.1
1156.0,1142.0,907.0,1490.0,1188.0,34.9,18.5,1.0189,2.2
1054.0,1071.0,1006.0,1380.0,940.0,37.1,15.0,0.9297,1.7
1096.0,1083.0,971.0,1430.0,986.0,35.0,17.3,0.9542,2.0
1160.0,1185.0,873.0,1522.0,1162.0,35.1,17.5,0.9733,2.5
1148.0,1149.0,924.0,1473.0,1047.0,35.4,16.6,0.9385,2.4
1166.0,1186.0,878.0,1500.0,1180.0,38.4,13.8,0.9221,2.9
1315.0,1370.0,794.0,1689.0,1399.0,37.6,14.5,0.9277,4.2
1425.0,1605.0,660.0,1920.0,2321.0,35.2,16.6,0.9242,5.4
1329.0,1360.0,704.0,1768.0,1894.0,31.2,25.5,1.1379,4.3
1299.0,1197.0,763.0,1688.0,1606.0,29.3,30.7,1.229,3.6
1123.0,1015.0,845.0,1470.0,1297.0,28.3,30.1,1.1392,2.0
1089.0,1024.0,831.0,1452.0,1182.0,27.4,31.5,1.133,1.5
1081.0,950.0,876.0,1434.0,1138.0,26.2,35.7,1.1929,1.5
1031.0,871.0,950.0,1393.0,972.0,25.2,38.1,1.2049,1.2
969.0,787.0,1035.0,1350.0,799.0,24.4,39.1,1.1784,1.0
881.0,680.0,1175.0,1251.0,630.0,23.7,39.1,1.1289,0.5
869.0,638.0,1219.0,1213.0,586.0,24.2,38.5,1.1491,0.5
866.0,644.0,1162.0,1218.0,629.0,24.5,38.5,1.1688,0.4
895.0,689.0,1134.0,1250.0,709.0,22.4,43.5,1.1624,0.5
933.0,786.0,1018.0,1306.0,858.0,22.3,43.8,1.1631,0.7
1209.0,1163.0,762.0,1606.0,1300.0,21.4,45.8,1.1515,2.4
1417.0,1511.0,587.0,1975.0,1676.0,22.9,41.3,1.1383,4.1
1227.0,1233.0,739.0,1594.0,1384.0,26.6,30.3,1.0378,3.0
1093.0,1076.0,871.0,1457.0,1125.0,30.3,23.0,0.977,2.0
1135.0,1170.0,867.0,1523.0,1189.0,32.8,18.9,0.9234,2.5
1112.0,1161.0,866.0,1499.0,1088.0,34.3,17.7,0.9416,2.4
1147.0,1168.0,858.0,1492.0,1118.0,33.3,18.9,0.9536,2.6
1086.0,1070.0,907.0,1423.0,924.0,33.0,20.1,0.9959,1.9
1077.0,1056.0,908.0,1406.0,935.0,33.6,19.6,1.0029,2.1
1110.0,1098.0,882.0,1450.0,1009.0,34.9,18.4,1.0106,2.5
1146.0,1125.0,846.0,1511.0,1016.0,33.4,20.3,1.027,2.7
1211.0,1194.0,797.0,1599.0,1188.0,31.6,22.7,1.041,3.3
1218.0,1221.0,755.0,1599.0,1290.0,29.2,26.9,1.0709,3.2
1136.0,1082.0,824.0,1478.0,1130.0,27.7,30.1,1.0991,2.6
1017.0,908.0,932.0,1354.0,880.0,27.1,31.0,1.0991,1.4
1063.0,946.0,886.0,1391.0,996.0,26.0,33.4,1.1071,1.6
1083.0,951.0,880.0,1393.0,1054.0,25.1,35.7,1.1222,1.7
1077.0,994.0,829.0,1429.0,1081.0,24.3,38.5,1.1525,1.6
1372.0,1251.0,609.0,1890.0,1588.0,25.4,53.0,1.6963,3.1
1320.0,1190.0,655.0,1825.0,1482.0,30.0,41.6,1.7324,2.9
1346.0,1246.0,639.0,1907.0,1458.0,32.6,34.8,1.6872,3.0
1307.0,1236.0,649.0,1869.0,1356.0,32.2,34.2,1.6145,3.0
1157.0,1069.0,737.0,1653.0,1100.0,32.1,33.5,1.569,2.2
1154.0,1026.0,773.0,1623.0,1212.0,32.6,31.8,1.5361,2.0
1172.0,1145.0,735.0,1676.0,1049.0,35.2,25.2,1.4111,2.3
1241.0,1254.0,693.0,1735.0,1149.0,34.3,24.7,1.3154,3.1
1570.0,1684.0,494.0,2289.0,1716.0,29.0,36.6,1.4452,6.2
1418.0,1471.0,542.0,2064.0,1600.0,27.1,42.2,1.4949,4.7
1317.0,1295.0,593.0,1883.0,1592.0,26.1,46.4,1.5445,3.0
1204.0,1136.0,648.0,1782.0,1491.0,25.1,49.4,1.548,2.1
1014.0,853.0,843.0,1499.0,1084.0,26.0,46.4,1.5375,1.0
956.0,794.0,896.0,1456.0,1007.0,24.7,49.2,1.5116,0.8
891.0,708.0,1005.0,1382.0,823.0,24.8,49.0,1.5092,0.7
1299.0,1220.0,624.0,1929.0,1319.0,26.9,53.1,1.8557,3.3
1546.0,1519.0,493.0,2265.0,1649.0,26.5,50.8,1.7334,6.1
1571.0,1593.0,469.0,2409.0,1686.0,25.1,55.8,1.7511,6.7
1312.0,1299.0,580.0,2016.0,1380.0,23.9,58.9,1.7276,4.4
1074.0,946.0,767.0,1635.0,1079.0,23.1,62.8,1.7562,1.9
1127.0,989.0,752.0,1724.0,1096.0,22.1,67.3,1.7671,1.8
1040.0,923.0,769.0,1640.0,1049.0,22.1,66.5,1.7441,1.5
1060.0,925.0,772.0,1649.0,1161.0,21.1,70.1,1.7366,1.6
911.0,753.0,934.0,1496.0,865.0,21.9,67.1,1.7394,0.8
853.0,623.0,1107.0,1421.0,768.0,21.7,67.4,1.7262,0.5
915.0,725.0,962.0,1485.0,845.0,20.2,73.8,1.7229,0.7
897.0,738.0,936.0,1471.0,843.0,19.1,76.0,1.6668,0.6
976.0,840.0,844.0,1562.0,964.0,19.4,75.4,1.6802,0.9
1066.0,982.0,740.0,1699.0,1065.0,19.7,74.4,1.6829,1.4
1435.0,1387.0,544.0,2140.0,1467.0,19.9,74.3,1.7083,4.2
1420.0,1430.0,512.0,2194.0,1510.0,20.4,72.8,1.7198,4.1
1365.0,1341.0,549.0,2033.0,1518.0,21.6,67.7,1.7254,3.6
1171.0,1083.0,695.0,1758.0,1276.0,22.9,59.1,1.633,2.5
982.0,850.0,888.0,1505.0,873.0,18.7,73.1,1.5608,1.3
1021.0,979.0,798.0,1580.0,958.0,21.1,58.3,1.4444,1.7
1044.0,1039.0,771.0,1609.0,1076.0,23.3,47.1,1.3281,2.1
1005.0,972.0,834.0,1514.0,952.0,22.9,47.9,1.3208,1.7
1021.0,985.0,816.0,1524.0,977.0,23.3,46.2,1.301,1.9
1064.0,1048.0,772.0,1574.0,1059.0,23.7,45.4,1.315,2.3
1167.0,1231.0,659.0,1745.0,1199.0,23.8,46.1,1.3373,3.3
1167.0,1263.0,640.0,1790.0,1212.0,23.0,49.3,1.3689,3.5
1164.0,1227.0,658.0,1800.0,1193.0,21.9,53.1,1.3787,3.6
1092.0,1110.0,725.0,1641.0,1105.0,21.3,54.8,1.3742,2.9
997.0,955.0,845.0,1528.0,926.0,21.2,55.2,1.3699,2.0
966.0,964.0,858.0,1560.0,1231.0,21.4,54.8,1.3813,1.9
969.0,922.0,906.0,1488.0,995.0,20.8,57.2,1.3925,1.5
944.0,1005.0,874.0,1633.0,1094.0,21.3,55.8,1.3974,1.1
834.0,817.0,1022.0,1408.0,774.0,21.4,52.1,1.3125,0.8
796.0,667.0,1162.0,1295.0,558.0,20.6,56.6,1.3583,0.5
777.0,585.0,1305.0,1266.0,510.0,20.0,59.1,1.3694,0.4
752.0,521.0,1451.0,1247.0,471.0,19.7,61.9,1.4017,0.3
755.0,528.0,1472.0,1234.0,471.0,19.6,59.1,1.3346,0.3
800.0,598.0,1336.0,1278.0,529.0,19.8,56.7,1.2941,0.5
1147.0,1136.0,737.0,1708.0,1114.0,20.2,55.6,1.3043,2.4
1036.0,965.0,854.0,1544.0,987.0,19.7,57.8,1.3112,2.2
926.0,845.0,979.0,1398.0,851.0,20.2,53.1,1.2442,1.4
961.0,881.0,932.0,1417.0,901.0,22.0,47.0,1.2259,1.6
951.0,926.0,902.0,1460.0,949.0,23.5,41.6,1.1884,1.6
962.0,940.0,889.0,1441.0,855.0,22.8,41.8,1.1417,1.6
1004.0,1004.0,832.0,1490.0,911.0,23.4,40.4,1.15,2.1
893.0,828.0,988.0,1357.0,672.0,23.2,42.8,1.2017,1.1
990.0,956.0,872.0,1476.0,826.0,23.6,43.2,1.2433,1.6
1071.0,1068.0,798.0,1556.0,988.0,23.9,40.8,1.1937,2.4
1140.0,1155.0,733.0,1660.0,1105.0,23.6,42.8,1.23,2.9
1103.0,1143.0,741.0,1647.0,1089.0,23.2,43.3,1.2161,2.7
1082.0,1178.0,733.0,1605.0,1077.0,22.8,42.5,1.1608,3.1
991.0,977.0,872.0,1448.0,923.0,22.3,42.2,1.1209,2.2
935.0,852.0,978.0,1344.0,824.0,22.1,43.0,1.1271,1.5
908.0,790.0,1046.0,1317.0,717.0,22.2,42.7,1.1237,1.2
927.0,826.0,1021.0,1331.0,734.0,22.1,42.8,1.1265,1.3
936.0,844.0,978.0,1365.0,776.0,22.1,43.5,1.1443,1.4
847.0,694.0,1153.0,1240.0,594.0,21.5,45.6,1.1528,0.9
812.0,664.0,1212.0,1215.0,518.0,21.1,44.5,1.098,0.7
804.0,616.0,1271.0,1189.0,496.0,20.4,47.1,1.1178,0.6
775.0,609.0,1319.0,1190.0,468.0,20.2,46.7,1.0899,0.5
835.0,690.0,1183.0,1257.0,621.0,20.1,47.8,1.1144,0.8
913.0,830.0,980.0,1371.0,757.0,20.0,50.7,1.1724,1.2
903.0,765.0,1035.0,1317.0,712.0,20.7,49.7,1.197,1.1
982.0,895.0,892.0,1413.0,859.0,24.3,39.5,1.1842,1.6
925.0,838.0,949.0,1324.0,728.0,25.4,34.8,1.1119,1.4
895.0,776.0,1024.0,1274.0,640.0,26.6,30.7,1.0501,1.2
930.0,838.0,957.0,1319.0,680.0,27.7,28.1,1.0272,1.4
953.0,881.0,926.0,1339.0,704.0,27.6,28.7,1.0406,1.6
885.0,765.0,1017.0,1268.0,619.0,27.6,29.2,1.0594,1.1
903.0,779.0,1010.0,1278.0,583.0,28.1,28.6,1.0715,1.1
927.0,781.0,994.0,1267.0,594.0,29.1,26.8,1.0648,1.3
979.0,835.0,936.0,1338.0,700.0,28.4,28.3,1.0798,1.5
